,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,avggift
2281,KS,F,172.0,187.0,252.0,,,4.965517241
2282,CO,M,589.0,200.0,239.0,266.0,298.0,6.142857143
2283,CA,M,1823.0,271.0,366.0,344.0,412.0,20.83333333
2284,,M,1003.0,483.0,484.0,481.0,464.0,
2285,CA,F,2600.0,345.0,435.0,424.0,,11.0
2286,GA,M,621.0,254.0,,315.0,,
2287,,F,1861.0,349.0,507.0,529.0,641.0,
2288,CO,M,678.0,261.0,292.0,303.0,347.0,13.33333333
2289,,M,710.0,198.0,242.0,260.0,298.0,6.296296296
2290,TX,F,1287.0,534.0,553.0,,632.0,17.125
2291,CA,F,1525.0,466.0,,522.0,551.0,9.6
2292,,F,829.0,,244.0,270.0,299.0,6.833333333
2293,,F,2574.0,305.0,308.0,338.0,348.0,13.71428571
2294,WA,M,879.0,422.0,422.0,445.0,,8.0
2295,CA,M,838.0,174.0,221.0,,304.0,11.2
2296,MO,F,1162.0,529.0,560.0,571.0,612.0,10.83333333
2297,WA,,1338.0,418.0,449.0,419.0,460.0,
2298,LA,M,944.0,413.0,,559.0,571.0,8.833333333
2299,LA,M,1060.0,559.0,572.0,637.0,655.0,7.866666667
2300,SC,M,482.0,273.0,305.0,286.0,326.0,10.7
2301,CA,F,2051.0,417.0,416.0,454.0,453.0,23.125
2302,CA,M,1264.0,403.0,427.0,424.0,457.0,25.0
2303,CA,F,1714.0,411.0,467.0,501.0,537.0,10.0
2304,,F,1502.0,317.0,352.0,389.0,413.0,
2305,MI,M,450.0,292.0,361.0,329.0,373.0,9.5
2306,AZ,M,1074.0,469.0,472.0,510.0,516.0,6.12
2307,MS,,429.0,201.0,257.0,243.0,288.0,
2308,NE,F,493.0,215.0,297.0,238.0,321.0,
2309,CO,M,814.0,343.0,430.0,421.0,472.0,
2310,SC,F,832.0,253.0,289.0,,356.0,12.28571429
2311,OK,M,260.0,,176.0,226.0,253.0,5.956521739
2312,OR,F,749.0,316.0,339.0,378.0,412.0,16.85714286
2313,MI,F,330.0,179.0,,,235.0,
2314,,M,2030.0,458.0,515.0,531.0,588.0,5.074074074
2315,,F,383.0,178.0,190.0,227.0,,23.66666667
2316,TX,M,441.0,318.0,320.0,319.0,327.0,8.2
2317,GA,M,1602.0,309.0,477.0,429.0,565.0,7.875
2318,IL,F,1079.0,,452.0,502.0,536.0,
2319,WA,M,1464.0,480.0,474.0,513.0,544.0,
2320,CA,M,981.0,,383.0,396.0,415.0,6.5
2321,IL,,879.0,464.0,485.0,463.0,493.0,
2322,OK,F,683.0,371.0,436.0,,484.0,6.571428571
2323,TX,F,1020.0,523.0,544.0,586.0,608.0,21.25
2324,CA,M,2221.0,540.0,562.0,569.0,,8.571428571
2325,NM,M,659.0,240.0,280.0,303.0,,9.5
2326,MI,M,429.0,179.0,,239.0,316.0,16.0
2327,IL,M,900.0,437.0,1151.0,643.0,1093.0,20.0
2328,CA,,2225.0,625.0,,,674.0,
2329,IL,F,540.0,310.0,332.0,,399.0,5.4375
2330,,F,638.0,402.0,418.0,418.0,437.0,4.636363636
2331,IN,M,342.0,243.0,291.0,277.0,322.0,11.5
2332,NV,M,714.0,299.0,311.0,333.0,343.0,12.07142857
2333,WA,M,814.0,470.0,484.0,509.0,,16.33333333
2334,TX,,652.0,427.0,458.0,467.0,491.0,14.15789474
2335,WA,M,394.0,,367.0,349.0,420.0,
2336,SC,F,416.0,191.0,,,247.0,7.272727273
2337,NV,F,984.0,330.0,357.0,375.0,413.0,9.5
2338,CO,M,919.0,,494.0,,529.0,7.272727273
2339,NC,F,872.0,318.0,394.0,362.0,,4.222222222
2340,CO,M,818.0,405.0,425.0,426.0,438.0,27.28571429
2341,IA,M,443.0,261.0,309.0,292.0,,9.8
2342,SC,F,441.0,246.0,268.0,,289.0,7.181818182
2343,IN,,416.0,312.0,317.0,328.0,333.0,10.2
2344,FL,F,759.0,299.0,332.0,332.0,386.0,6.1
2345,CA,F,988.0,160.0,164.0,223.0,244.0,15.0
2346,AZ,F,701.0,190.0,220.0,217.0,246.0,6.9
2347,GA,F,752.0,278.0,332.0,,408.0,17.52941177
2348,FL,F,1344.0,458.0,490.0,595.0,671.0,
2349,FL,F,1930.0,462.0,,581.0,648.0,
2350,MI,F,475.0,358.0,384.0,376.0,407.0,25.0
2351,NM,F,697.0,197.0,,244.0,254.0,9.666666667
2352,CA,F,2753.0,504.0,613.0,620.0,673.0,20.0
2353,OR,F,613.0,246.0,286.0,279.0,329.0,
2354,,F,1834.0,,418.0,443.0,463.0,8.642857143
2355,CA,M,1435.0,273.0,270.0,300.0,295.0,15.0
2356,NC,F,475.0,227.0,276.0,264.0,294.0,6.0
2357,MI,M,840.0,430.0,448.0,469.0,491.0,17.5
2358,TX,F,391.0,,294.0,278.0,304.0,
2359,IN,F,547.0,247.0,320.0,306.0,382.0,
2360,NM,,1081.0,349.0,,417.0,449.0,26.57142857
2361,MI,M,521.0,364.0,384.0,398.0,419.0,8.571428571
2362,WA,M,754.0,290.0,315.0,303.0,332.0,16.0
2363,GA,F,708.0,294.0,346.0,332.0,376.0,
2364,CO,,869.0,315.0,,,399.0,6.066666667
2365,FL,F,698.0,232.0,300.0,265.0,,
2366,TX,M,569.0,256.0,270.0,310.0,317.0,6.647058824
2367,,F,1892.0,608.0,659.0,704.0,745.0,9.5
2368,IN,F,499.0,270.0,325.0,320.0,372.0,20.0
2369,MO,F,313.0,138.0,165.0,189.0,216.0,
2370,TX,M,1324.0,,779.0,,841.0,8.8
2371,IN,M,551.0,345.0,376.0,391.0,414.0,12.8
2372,WA,M,1461.0,313.0,342.0,411.0,464.0,6.368421053
2373,CA,F,951.0,168.0,178.0,,229.0,17.875
2374,KY,F,463.0,225.0,,278.0,319.0,3.6875
2375,TX,M,373.0,168.0,,221.0,239.0,15.0
2376,KY,M,781.0,403.0,422.0,434.0,473.0,7.8
2377,,,509.0,,,,430.0,15.0
2378,NV,,943.0,412.0,403.0,,413.0,11.56
2379,NC,F,497.0,207.0,250.0,,303.0,20.0
2380,CA,F,714.0,343.0,363.0,372.0,391.0,
2381,SC,M,551.0,,,316.0,354.0,
2382,MO,F,1123.0,547.0,575.0,631.0,662.0,8.230769231
2383,LA,F,544.0,255.0,305.0,282.0,313.0,
2384,CA,F,2258.0,360.0,428.0,398.0,470.0,13.63636364
2385,CA,F,1516.0,369.0,430.0,,539.0,5.4
2386,,F,1437.0,509.0,575.0,611.0,664.0,25.0
2387,WI,M,655.0,,274.0,314.0,344.0,19.4
2388,MO,F,2083.0,662.0,833.0,726.0,861.0,40.0
2389,CA,,2977.0,553.0,659.0,627.0,721.0,
2390,MI,F,704.0,327.0,339.0,404.0,417.0,10.0
2391,MS,F,955.0,521.0,573.0,621.0,653.0,10.96818182
2392,OK,F,521.0,249.0,307.0,322.0,369.0,14.88888889
2393,MI,,1662.0,777.0,831.0,,871.0,13.57142857
2394,TX,F,570.0,310.0,339.0,333.0,352.0,6.904761905
2395,CA,F,1333.0,220.0,359.0,300.0,395.0,15.0
2396,WA,M,1364.0,321.0,,384.0,471.0,9.225806452
2397,CA,M,2098.0,417.0,476.0,,489.0,11.0
2398,CA,F,1382.0,316.0,360.0,384.0,456.0,15.2173913
2399,MN,M,1047.0,213.0,305.0,,388.0,9.516129032
2400,MN,,698.0,388.0,412.0,418.0,448.0,9.5
2401,IL,F,1075.0,366.0,449.0,373.0,,
2402,IL,F,606.0,339.0,402.0,370.0,421.0,
2403,IN,M,578.0,310.0,370.0,340.0,,4.733333333
2404,TX,M,914.0,445.0,515.0,469.0,,
2405,,M,561.0,337.0,357.0,334.0,362.0,
2406,CA,F,2094.0,,401.0,395.0,456.0,23.0
2407,NE,M,960.0,566.0,587.0,600.0,634.0,
2408,NC,M,860.0,358.0,,393.0,435.0,9.238095238
2409,,M,1463.0,,247.0,343.0,351.0,15.0
2410,CA,M,1588.0,238.0,,295.0,369.0,28.75
2411,IL,,284.0,224.0,252.0,284.0,326.0,9.071428571
2412,SC,F,598.0,292.0,426.0,352.0,413.0,
2413,FL,F,695.0,304.0,299.0,325.0,346.0,12.2
2414,GA,F,477.0,301.0,345.0,342.0,389.0,5.833333333
2415,FL,,1201.0,419.0,465.0,449.0,474.0,6.352941177
2416,NV,F,1117.0,461.0,461.0,461.0,450.0,20.94444444
2417,MN,M,465.0,,281.0,259.0,312.0,7.533333333
2418,GA,F,679.0,475.0,468.0,477.0,466.0,5.5625
2419,NM,M,592.0,273.0,294.0,290.0,,
2420,,F,364.0,,216.0,234.0,263.0,25.0
2421,WA,M,817.0,,,390.0,422.0,7.785714286
2422,NV,M,1105.0,229.0,285.0,303.0,374.0,10.5
2423,CA,F,1269.0,409.0,457.0,443.0,490.0,3.4
2424,CA,M,1257.0,231.0,,350.0,535.0,5.625
2425,MI,F,2119.0,956.0,1010.0,964.0,987.0,
2426,,M,1117.0,376.0,397.0,413.0,439.0,14.44444444
2427,,F,1200.0,529.0,552.0,516.0,529.0,14.68421053
2428,AR,F,773.0,521.0,545.0,530.0,566.0,5.833333333
2429,MI,F,394.0,228.0,244.0,251.0,276.0,6.0
2430,CA,,2220.0,550.0,617.0,576.0,636.0,25.0
2431,KY,F,253.0,89.0,125.0,139.0,167.0,13.55555556
2432,,F,918.0,364.0,390.0,464.0,484.0,13.0
2433,CA,,2670.0,427.0,,496.0,551.0,4.714285714
2434,WI,F,550.0,306.0,360.0,349.0,390.0,5.866666667
2435,AR,F,505.0,222.0,253.0,342.0,374.0,7.35
2436,LA,M,825.0,488.0,,518.0,561.0,6.181818182
2437,MI,F,914.0,406.0,419.0,425.0,,7.454545455
2438,TX,F,524.0,341.0,357.0,384.0,404.0,9.666666667
2439,AZ,F,2026.0,655.0,711.0,756.0,829.0,12.5
2440,WA,F,446.0,168.0,201.0,218.0,254.0,
2441,IL,M,576.0,,386.0,407.0,463.0,3.117647059
2442,WI,M,329.0,,239.0,275.0,303.0,
2443,WA,F,2019.0,506.0,535.0,551.0,,5.333333333
2444,NV,M,1330.0,367.0,419.0,437.0,488.0,5.083333333
2445,AZ,F,630.0,,224.0,296.0,295.0,4.2
2446,CA,,1286.0,366.0,373.0,389.0,391.0,8.8
2447,CA,F,2500.0,272.0,236.0,298.0,278.0,
2448,IN,M,643.0,,297.0,298.0,321.0,
2449,SC,M,524.0,217.0,,300.0,343.0,7.666666667
2450,,F,679.0,312.0,393.0,408.0,459.0,5.142857143
2451,CA,M,2901.0,459.0,585.0,556.0,711.0,13.66666667
2452,FL,M,700.0,383.0,,421.0,443.0,12.92307692
2453,TX,F,390.0,223.0,309.0,290.0,359.0,13.75
2454,NC,F,670.0,275.0,325.0,322.0,371.0,
2455,,M,519.0,283.0,310.0,337.0,362.0,20.0
2456,AZ,F,723.0,270.0,,321.0,386.0,10.10526316
2457,IL,F,931.0,470.0,492.0,472.0,,22.69230769
2458,AL,F,475.0,308.0,319.0,325.0,364.0,5.235294118
2459,FL,M,563.0,216.0,250.0,252.0,297.0,14.57142857
2460,AL,F,419.0,212.0,268.0,258.0,306.0,
2461,CA,F,2448.0,498.0,515.0,552.0,575.0,9.545454546
2462,NV,F,1001.0,420.0,455.0,447.0,482.0,
2463,WA,M,1347.0,192.0,361.0,260.0,408.0,5.777777778
2464,,M,1114.0,623.0,631.0,607.0,621.0,10.73333333
2465,MI,F,368.0,168.0,,,260.0,5.615384615
2466,FL,M,1454.0,523.0,526.0,575.0,,11.64285714
2467,,F,695.0,222.0,304.0,279.0,291.0,7.5
2468,,F,635.0,301.0,342.0,338.0,388.0,6.666666667
2469,IL,F,819.0,255.0,263.0,323.0,,4.454545455
2470,IL,M,1216.0,449.0,470.0,492.0,514.0,
2471,AZ,F,2026.0,655.0,711.0,756.0,829.0,
2472,,M,567.0,201.0,240.0,302.0,313.0,10.54545455
2473,OR,F,541.0,,239.0,220.0,,15.0
2474,MO,M,334.0,212.0,259.0,259.0,305.0,14.72
2475,TX,F,1024.0,225.0,267.0,,393.0,10.0
2476,TX,F,644.0,275.0,294.0,314.0,,7.75
2477,AZ,,940.0,203.0,244.0,303.0,338.0,
2478,MO,M,152.0,160.0,174.0,195.0,225.0,3.25
2479,,M,535.0,189.0,192.0,204.0,,12.53333333
2480,AZ,F,975.0,261.0,335.0,325.0,419.0,13.0
2481,IL,M,206.0,116.0,164.0,194.0,228.0,
2482,OR,F,589.0,277.0,331.0,321.0,364.0,5.088235294
2483,WA,F,1108.0,371.0,395.0,393.0,408.0,21.66666667
2484,OR,M,704.0,359.0,370.0,392.0,405.0,7.5
2485,TX,,1077.0,751.0,733.0,766.0,762.0,7.8
2486,SC,M,891.0,489.0,516.0,595.0,655.0,4.277777778
2487,FL,F,933.0,224.0,290.0,333.0,406.0,10.0
2488,WA,M,1253.0,325.0,454.0,,447.0,9.1875
2489,NC,F,1823.0,544.0,552.0,,,
2490,WI,F,1244.0,672.0,713.0,743.0,776.0,9.9375
2491,,M,1158.437751,345.0,388.0,417.0,438.0,16.14285714
2492,MO,M,526.0,340.0,,321.0,342.0,
2493,CA,F,621.0,231.0,237.0,272.0,279.0,11.66666667
2494,WA,M,1688.0,496.0,520.0,521.0,564.0,23.9
2495,CA,M,1158.437751,257.0,275.0,376.0,,7.625
2496,AZ,F,638.0,213.0,236.0,220.0,226.0,
2497,SC,,451.0,211.0,227.0,245.0,264.0,
2498,WI,F,428.0,215.0,250.0,264.0,,8.733333333
2499,MI,F,629.0,434.0,444.0,445.0,439.0,
2500,GA,F,680.0,,238.0,,383.0,10.0
2501,FL,F,1158.437751,408.0,415.0,452.0,464.0,20.0
2502,TX,M,405.0,279.0,340.0,349.0,381.0,
2503,WI,,397.0,217.0,294.0,259.0,315.0,9.8
2504,MO,M,736.0,617.0,646.0,654.0,761.0,9.6
2505,CA,M,996.0,309.0,419.0,382.0,452.0,10.0
2506,CA,M,2375.0,435.0,516.0,465.0,514.0,21.875
2507,FL,F,402.0,168.0,251.0,199.0,240.0,6.538461539
2508,AR,F,374.0,223.0,242.0,254.0,,8.785714286
2509,CA,F,848.0,368.0,397.0,,412.0,15.0
2510,,F,1603.0,308.0,346.0,,525.0,12.66666667
2511,FL,F,742.0,396.0,424.0,,470.0,
2512,MS,F,518.0,,370.0,353.0,393.0,6.62962963
2513,NC,F,2490.0,379.0,,546.0,649.0,
2514,CA,F,2556.0,490.0,670.0,610.0,744.0,12.09090909
2515,AZ,F,582.0,163.0,193.0,188.0,229.0,20.0
2516,MN,F,375.0,167.0,215.0,,,
2517,CA,F,1248.0,371.0,394.0,384.0,,6.363636364
2518,CA,,2598.0,470.0,557.0,562.0,661.0,8.107142857
2519,CA,F,658.0,166.0,,206.0,212.0,11.33333333
2520,AZ,M,1239.0,,287.0,337.0,382.0,6.75
2521,NC,M,849.0,457.0,508.0,470.0,519.0,12.8
2522,,M,1163.0,402.0,446.0,495.0,552.0,11.375
2523,IL,F,1609.0,504.0,592.0,579.0,663.0,22.5
2524,KS,F,706.0,391.0,458.0,434.0,493.0,8.0
2525,FL,F,860.0,294.0,322.0,329.0,,18.0
2526,IN,M,648.0,,,358.0,396.0,8.0
2527,OR,M,749.0,316.0,,378.0,412.0,8.333333333
2528,KY,F,2008.0,788.0,863.0,782.0,832.0,5.166666667
2529,OK,F,706.0,439.0,470.0,467.0,500.0,12.0
2530,MI,F,363.0,256.0,,288.0,331.0,5.125
2531,CA,,2679.0,445.0,470.0,535.0,572.0,9.75
2532,CA,F,1522.0,426.0,425.0,462.0,437.0,13.875
2533,FL,M,1363.0,491.0,524.0,581.0,616.0,13.7
2534,FL,M,709.0,256.0,271.0,291.0,327.0,9.545454546
2535,IL,M,550.0,387.0,,467.0,502.0,5.545454545
2536,FL,F,1093.0,364.0,424.0,392.0,441.0,4.25
2537,MN,M,542.0,280.0,305.0,303.0,320.0,7.0
2538,,M,819.0,371.0,432.0,407.0,471.0,
2539,TX,F,850.0,440.0,468.0,470.0,511.0,20.0
2540,WA,F,2132.0,632.0,714.0,721.0,761.0,13.0
2541,CA,F,1725.0,,,425.0,444.0,
2542,IN,F,1057.0,425.0,489.0,482.0,530.0,
2543,GA,M,1458.0,643.0,660.0,635.0,,6.833333333
2544,CA,M,1194.0,247.0,307.0,311.0,349.0,15.33333333
2545,OR,,426.0,213.0,240.0,255.0,272.0,23.0
2546,,M,641.0,255.0,,317.0,371.0,8.578947368
2547,IA,M,750.0,118.0,366.0,152.0,,10.66666667
2548,IL,,1462.0,600.0,639.0,627.0,655.0,15.0
2549,WI,F,582.0,173.0,195.0,212.0,,9.714285714
2550,KS,,640.0,168.0,,232.0,302.0,
2551,MN,F,460.0,200.0,279.0,258.0,321.0,7.166666667
2552,IL,M,580.0,286.0,343.0,324.0,377.0,8.363636364
2553,NC,M,598.0,253.0,294.0,301.0,338.0,8.0
2554,,F,910.0,484.0,492.0,525.0,537.0,7.5
2555,NE,F,480.0,254.0,359.0,306.0,394.0,15.0
2556,NC,F,279.0,154.0,163.0,194.0,207.0,25.0
2557,FL,F,513.0,210.0,234.0,260.0,283.0,3.411764706
2558,CA,M,2811.0,524.0,577.0,599.0,645.0,17.25
2559,FL,F,1079.0,347.0,714.0,519.0,756.0,10.0
2560,CA,F,2670.0,394.0,493.0,461.0,574.0,35.0
2561,NC,F,895.0,422.0,458.0,452.0,492.0,13.66666667
2562,GA,,456.0,223.0,267.0,272.0,325.0,5.666666667
2563,CA,F,713.0,212.0,235.0,237.0,276.0,
2564,LA,F,650.0,139.0,131.0,243.0,238.0,8.909090909
2565,NC,F,498.0,243.0,284.0,285.0,326.0,5.166666667
2566,IN,M,399.0,217.0,309.0,279.0,347.0,7.2
2567,WA,M,1546.0,,508.0,489.0,534.0,3.642857143
2568,WA,F,1326.0,269.0,401.0,347.0,476.0,7.25
2569,KY,M,323.0,125.0,149.0,157.0,201.0,
2570,TX,F,1095.0,,600.0,584.0,,10.0
2571,MI,M,675.0,178.0,249.0,254.0,303.0,11.53846154
2572,CA,M,1685.0,265.0,340.0,325.0,408.0,7.545454545
2573,FL,M,702.0,,423.0,419.0,468.0,12.2195122
2574,NM,M,601.0,206.0,225.0,251.0,289.0,13.0
2575,WA,M,558.0,211.0,227.0,247.0,,2.463414634
2576,NC,F,452.0,219.0,246.0,,268.0,10.0
2577,CA,F,882.0,349.0,373.0,,410.0,
2578,CA,M,2644.0,440.0,447.0,555.0,566.0,12.5
2579,FL,F,896.0,392.0,430.0,466.0,520.0,15.3
2580,MO,M,465.0,266.0,292.0,285.0,313.0,7.733333333
2581,,F,845.0,334.0,,496.0,511.0,6.25
2582,CA,F,2907.0,420.0,514.0,463.0,547.0,
2583,CA,M,1964.0,401.0,487.0,419.0,540.0,
2584,TX,,783.0,319.0,350.0,340.0,350.0,
2585,AZ,M,483.0,198.0,231.0,245.0,283.0,
2586,AL,M,661.0,,347.0,380.0,415.0,8.8
2587,AL,,380.0,152.0,179.0,227.0,261.0,15.0
2588,,M,670.0,410.0,413.0,432.0,433.0,7.833333333
2589,IL,M,316.0,,,237.0,278.0,4.142857143
2590,OR,F,953.0,319.0,379.0,,455.0,15.0
2591,NV,F,834.0,260.0,311.0,297.0,340.0,10.25
2592,IL,M,1031.0,305.0,390.0,383.0,437.0,30.0
2593,CA,M,1547.0,516.0,522.0,529.0,526.0,12.6
2594,FL,M,768.0,174.0,201.0,220.0,249.0,8.785714286
2595,,M,2126.0,498.0,510.0,489.0,523.0,7.3
2596,WA,F,1133.0,615.0,626.0,651.0,681.0,13.33333333
2597,CA,F,2556.0,490.0,670.0,610.0,744.0,17.27272727
2598,LA,M,565.0,259.0,293.0,305.0,339.0,6.846153846
2599,,F,975.0,301.0,366.0,322.0,,3.407407407
2600,NC,M,632.0,343.0,316.0,344.0,340.0,5.285714286
2601,CA,,2645.0,644.0,655.0,682.0,697.0,21.6
2602,NC,,401.0,202.0,259.0,243.0,289.0,3.823529412
2603,SC,F,918.0,315.0,335.0,349.0,398.0,5.766666667
2604,OR,M,515.0,203.0,256.0,265.0,301.0,7.272727273
2605,IL,M,875.0,221.0,218.0,243.0,241.0,7.6
2606,AR,F,439.0,192.0,226.0,,,8.0
2607,TX,F,962.0,389.0,369.0,,409.0,9.277777778
2608,,F,862.0,247.0,,283.0,316.0,20.0
2609,MS,M,506.0,155.0,,231.0,,8.4
2610,NE,F,600.0,362.0,377.0,392.0,426.0,3.761904762
2611,TX,F,345.0,,206.0,208.0,,8.833333333
2612,GA,,952.0,468.0,521.0,526.0,565.0,10.375
2613,IL,F,2016.0,618.0,633.0,,725.0,
2614,OK,F,660.0,328.0,405.0,,394.0,15.0
2615,GA,F,562.0,280.0,300.0,311.0,341.0,15.0
2616,,F,517.0,,,243.0,317.0,8.333333333
2617,CA,F,1176.0,251.0,,,,9.111111111
2618,FL,M,693.0,373.0,457.0,413.0,463.0,4.3
2619,IL,M,1418.0,415.0,507.0,,551.0,16.5
2620,IL,F,904.0,339.0,394.0,391.0,435.0,5.5625
2621,SC,M,473.0,259.0,296.0,287.0,356.0,7.166666667
2622,NC,F,594.0,267.0,287.0,287.0,309.0,3.928571429
2623,MS,M,448.0,,,247.0,286.0,9.916666667
2624,FL,M,467.0,192.0,261.0,261.0,323.0,10.0
2625,CA,F,2392.0,257.0,365.0,316.0,406.0,11.0
2626,MI,F,313.0,284.0,281.0,292.0,329.0,11.5
2627,,M,128.0,309.0,345.0,340.0,363.0,
2628,TX,M,689.0,324.0,356.0,370.0,394.0,19.52380952
2629,MO,F,313.0,138.0,165.0,189.0,,17.75
2630,OR,F,944.0,355.0,350.0,430.0,454.0,13.09090909
2631,CA,F,1089.0,296.0,324.0,328.0,,8.826086957
2632,TX,M,623.0,222.0,348.0,301.0,373.0,9.0
2633,FL,M,1327.0,,573.0,564.0,649.0,8.333333333
2634,IL,F,377.0,241.0,283.0,281.0,306.0,10.16666667
2635,,M,756.0,405.0,423.0,394.0,,23.85714286
2636,IL,M,377.0,256.0,304.0,275.0,309.0,9.8
2637,MN,,604.0,266.0,372.0,302.0,435.0,11.66666667
2638,WI,F,310.0,232.0,258.0,309.0,339.0,
2639,CA,F,1130.0,,383.0,385.0,431.0,14.0
2640,,F,703.0,322.0,394.0,353.0,417.0,15.25
2641,MI,M,457.0,244.0,,,306.0,9.592592593
2642,MI,M,1139.0,630.0,676.0,670.0,713.0,35.0
2643,CA,F,554.0,183.0,186.0,211.0,224.0,5.4375
2644,IL,,606.0,304.0,322.0,,350.0,37.5
2645,FL,F,635.0,,248.0,269.0,,13.25
2646,MS,F,393.0,189.0,224.0,266.0,357.0,5.375
2647,CA,F,1407.0,368.0,407.0,369.0,386.0,
2648,OR,F,625.0,247.0,274.0,,343.0,7.222222222
2649,TN,,640.0,284.0,,347.0,377.0,9.235294118
2650,MI,F,1151.0,483.0,496.0,551.0,595.0,15.22222222
2651,MI,F,918.0,388.0,407.0,489.0,525.0,20.0
2652,,M,1769.0,330.0,382.0,410.0,435.0,
2653,FL,M,973.0,,365.0,368.0,396.0,
2654,TN,F,418.0,230.0,238.0,293.0,306.0,
2655,FL,F,1158.437751,255.0,273.0,294.0,331.0,6.6
2656,CA,F,1778.0,393.0,502.0,445.0,513.0,13.0
2657,CA,,2176.0,419.0,,461.0,483.0,
2658,,,363.0,274.0,324.0,283.0,331.0,6.8
2659,OR,F,1036.0,436.0,524.0,520.0,603.0,4.166666667
2660,TX,,899.0,504.0,500.0,,,
2661,,,2741.0,414.0,453.0,467.0,461.0,12.5
2662,MI,M,1114.0,377.0,516.0,492.0,618.0,
2663,,M,277.0,,173.0,219.0,221.0,10.0
2664,LA,F,456.0,165.0,208.0,216.0,251.0,4.333333333
2665,KS,F,436.0,313.0,321.0,351.0,363.0,16.78571429
2666,SC,F,474.0,282.0,332.0,316.0,331.0,20.0
2667,TX,,838.0,306.0,403.0,394.0,455.0,3.939393939
2668,TX,F,825.0,564.0,572.0,590.0,611.0,10.0
2669,TX,M,876.0,515.0,525.0,576.0,574.0,4.266666667
2670,MO,M,631.0,370.0,380.0,382.0,398.0,6.6
2671,MI,F,698.0,340.0,396.0,355.0,436.0,12.71428571
2672,MO,M,557.0,298.0,364.0,326.0,365.0,13.0
2673,MO,F,691.0,311.0,347.0,383.0,411.0,10.62921348
2674,TX,F,368.0,,200.0,,245.0,7.75
2675,,F,1751.0,273.0,282.0,328.0,340.0,25.0
2676,FL,F,865.0,341.0,387.0,,432.0,
2677,,M,1176.0,,,609.0,672.0,8.0
2678,AL,M,485.0,247.0,378.0,305.0,,7.181818182
2679,GA,,684.0,282.0,,336.0,375.0,15.0
2680,MO,,300.0,240.0,283.0,285.0,322.0,5.0
2681,CA,F,2730.0,294.0,304.0,391.0,447.0,5.127659575
2682,,F,392.0,249.0,301.0,,343.0,
2683,MN,M,303.0,254.0,294.0,299.0,337.0,3.722222222
2684,CA,M,1279.0,280.0,249.0,315.0,276.0,
2685,FL,,562.0,257.0,268.0,312.0,313.0,7.625
2686,WA,F,413.0,214.0,227.0,229.0,249.0,9.0
2687,,F,1283.0,360.0,386.0,367.0,380.0,
2688,NM,M,911.0,224.0,,319.0,378.0,8.0
2689,,M,1110.0,452.0,474.0,,542.0,23.66666667
2690,,F,1361.0,368.0,409.0,441.0,487.0,5.833333333
2691,AR,M,340.0,136.0,150.0,165.0,196.0,3.6
2692,MI,M,605.0,369.0,415.0,377.0,441.0,21.0
2693,FL,M,885.0,264.0,331.0,343.0,414.0,9.733333333
2694,MO,F,588.0,258.0,,293.0,340.0,12.5
2695,KS,F,2172.0,1033.0,,,1078.0,23.33333333
2696,,F,1300.0,,717.0,674.0,772.0,9.0
2697,CA,F,1625.0,196.0,197.0,238.0,256.0,
2698,KY,F,282.0,169.0,198.0,190.0,225.0,15.0
2699,MI,F,376.0,,401.0,405.0,412.0,
2700,WI,,1043.0,,544.0,578.0,604.0,15.0
2701,KY,F,375.0,145.0,138.0,189.0,205.0,3.576923077
2702,MI,M,828.0,452.0,495.0,515.0,594.0,10.13333333
2703,AZ,F,1711.0,401.0,441.0,527.0,608.0,12.4
2704,NC,F,824.0,285.0,305.0,333.0,356.0,5.92
2705,FL,M,606.0,,,,,11.0
2706,NV,F,781.0,221.0,263.0,294.0,321.0,
2707,FL,M,640.0,,266.0,303.0,335.0,7.642857143
2708,FL,M,786.0,,354.0,,361.0,
2709,GA,F,629.0,,339.0,319.0,420.0,10.33333333
2710,FL,M,1385.0,300.0,358.0,391.0,472.0,14.0
2711,FL,F,534.0,197.0,,231.0,254.0,3.357142857
2712,CA,M,2589.0,620.0,650.0,692.0,733.0,11.75
2713,AR,,655.0,356.0,401.0,362.0,412.0,8.6
2714,IL,F,2313.0,502.0,646.0,579.0,725.0,
2715,CA,F,1988.0,364.0,463.0,429.0,494.0,12.375
2716,IN,F,970.0,314.0,370.0,389.0,455.0,12.66666667
2717,CA,F,685.0,,205.0,227.0,257.0,17.4
2718,WI,M,937.0,321.0,441.0,433.0,545.0,10.57692308
2719,MI,F,693.0,399.0,415.0,446.0,,10.11111111
2720,CA,M,1050.0,256.0,290.0,296.0,339.0,5.2
2721,AR,F,341.0,160.0,215.0,215.0,252.0,4.0
2722,,,2798.0,,428.0,469.0,474.0,14.5
2723,CA,F,2043.0,364.0,385.0,412.0,423.0,9.666666667
2724,LA,F,772.0,369.0,365.0,447.0,446.0,9.7
2725,MO,F,988.0,509.0,521.0,509.0,529.0,10.0
2726,TX,F,431.0,194.0,209.0,219.0,,12.5
2727,FL,F,1625.0,,,578.0,660.0,
2728,MO,F,376.0,178.0,233.0,,248.0,6.0
2729,MN,M,530.0,236.0,307.0,296.0,359.0,9.310344828
2730,CO,,1208.0,560.0,549.0,616.0,,
2731,OR,F,681.0,335.0,,356.0,419.0,30.75
2732,MI,M,755.0,496.0,530.0,520.0,578.0,12.14285714
